,ticker,timestamp,headline,summary
0,NTAP,2022-01-20T13:07:48Z,"Morgan Stanley Maintains Overweight on NetApp, Raises Price Target to $109",
1,NTAP,2022-01-19T12:11:05Z,Here's Why Goldman Sachs Downgraded Cisco,"
"
2,NTAP,2022-01-14T15:03:39Z,"Benzinga's Top Ratings Upgrades, Downgrades For January 14, 2022","Upgrades
"
3,NTAP,2022-01-14T15:03:30Z,Where NetApp Stands With Analysts,"Over the past 3 months, 8 analysts have published their opinion on NetApp (NASDAQ:NTAP) stock. These analysts are typically employed by large Wall Street banks and tasked with understanding a company&#39;s business to predict how a stock will trade over the upcoming year."
4,NTAP,2022-01-14T11:16:31Z,"Cowen & Co. Upgrades NetApp to Outperform, Announces $116 Price Target",
5,NTAP,2021-12-23T13:23:12Z,5 Stocks Insiders Are Selling,"When insiders sell shares, it indicates their concern in the company’s prospects or that they view the stock as being overpriced. Either way, this signals an opportunity to go short on the stock. Insider sales should not be taken as the only indicator for making an investment or trading decision. At best, it can lend conviction to a selling decision."
6,NTAP,2021-12-20T11:50:30Z,5 Stocks Insiders Are Selling,"When insiders sell shares, it indicates their concern in the company’s prospects or that they view the stock as being overpriced. Either way, this signals an opportunity to go short on the stock. Insider sales should not be taken as the only indicator for making an investment or trading decision. At best, it can lend conviction to a selling decision."
7,NTAP,2021-12-13T15:48:27Z,"Benzinga's Top Ratings Upgrades, Downgrades For December 13, 2021", 
8,NTAP,2021-12-13T14:47:38Z,Where NetApp Stands With Analysts,"Within the last quarter, NetApp (NASDAQ:NTAP) has observed the following analyst ratings: "
9,NTAP,2021-12-13T12:15:21Z,10 Biggest Price Target Changes For Monday,"
	UBS lifted the price target on  Pfizer Inc.  (NYSE: PFE) from $52 to $60. Pfizer shares rose 1.5% to $53.56 in pre-market trading.
"
10,NTAP,2021-12-13T10:28:10Z,"JP Morgan Upgrades NetApp to Overweight, Raises Price Target to $110",
11,NTAP,2021-12-06T14:10:41Z,"Kyndryl, NetApp Form Strategic Partnership To Deliver Critical Enterprise Data Infrastructure To BMW Group; Terms Not Disclosed",
12,NTAP,2021-12-01T16:27:28Z,"Cloud-Storage Related Stocks Quiet Following TechCrunch Report 'AWS launches four new storage services aimed at improving data management': NetApp, Pure Storage, Nutanix",
13,NTAP,2021-12-02T12:16:39Z,Facebook Joins Alphabet In Leasing New Offices,"
"
14,NTAP,2021-12-01T13:45:05Z,"Northland Capital Markets Maintains Outperform on NetApp, Raises Price Target to $111",
15,NTAP,2021-12-01T13:18:22Z,"Deutsche Bank Maintains Hold on NetApp, Raises Price Target to $92",
16,NTAP,2021-12-01T13:13:03Z,"Morgan Stanley Maintains Overweight on NetApp, Lowers Price Target to $98",
17,NTAP,2021-12-01T13:12:45Z,10 Biggest Price Target Changes For Wednesday, 
18,NTAP,2021-12-01T12:59:30Z,"Susquehanna Maintains Positive on NetApp, Raises Price Target to $105",
19,NTAP,2021-12-01T12:34:15Z,"Wells Fargo Maintains Equal-Weight on NetApp, Raises Price Target to $95",
20,NTAP,2021-12-01T11:09:39Z,"A Peek Into The Markets: US Stock Futures Higher Ahead Of ADP, Manufacturing Data"," 

Pre-open movers"
21,NTAP,2021-12-01T09:04:14Z,"5 Stocks To Watch For December 1, 2021","Some of the stocks that may grab investor focus today are:
	Wall Street expects  G-III Apparel Group, Ltd.  (NASDAQ: GIII) to report quarterly earnings at $1.78 per share on revenue of $1.01 billion after the closing bell. G-III Apparel shares rose 1.2% to $30.00 in after-hours trading.
"
22,NTAP,2021-11-30T21:04:10Z,"NetApp Sees Q3 Adj. EPS $1.21-$1.31 vs $1.28 Est., Sales $1.525B-$1.675B vs $1.59B Est.; Sees FY22 Adj. EPS $4.90-$5.10 vs $5.49 Est.",
23,NTAP,2021-11-30T21:02:11Z,"NetApp Q2 Adj. EPS $1.28 Beats $1.21 Estimate, Sales $1.57B Beat $1.55B Estimate",
24,NTAP,2021-11-30T10:33:25Z,A Peek Into The Markets: US Stock Futures Signal Lower Start On Wall Street,Pre-open movers
25,NTAP,2021-11-30T09:14:19Z,"5 Stocks To Watch For November 30, 2021","Some of the stocks that may grab investor focus today are:
"
26,NTAP,2021-11-30T09:09:34Z,"Earnings Scheduled For November 30, 2021"," 

Companies Reporting Before The Bell

• Hello Gr (NASDAQ:MOMO) is estimated to report quarterly earnings at $0.31 per share on revenue of $573.63 million."
27,NTAP,2021-11-29T15:37:18Z,NetApp's Earnings: A Preview,"NetApp (NASDAQ:NTAP) is set to give its latest quarterly earnings report on Tuesday, 2021-11-30. Here&#39;s what investors need to know before the announcement.
Analysts estimate that NetApp will likely report an Earnings Per Share (EPS) of $1.21. "
28,NTAP,2021-11-24T17:19:10Z,Analysts Tick Up Dell Price Target Post Q3 Beat,Analysts raised their price targets 
29,NTAP,2021-10-20T15:02:22Z,NetApp Says Expands Hybrid Cloud Solutions Portfolio To 'Unlock Best of Cloud',
